Data supplied by UK-AIR on 1/4/2016
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Nottingham Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Non-volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Non-volatile PM<sub>2.5</sub> (Hourly measured)",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit,"Sulphur dioxide",status,unit,"Volatile PM<sub>10</sub> (Hourly measured)",status,unit,"Volatile PM<sub>2.5</sub> (Hourly measured)",status,unit
 
01-01-2015,01:00,44.200,R,ugm-3 (TEOM FDMS),6.30053,R,ugm-3,27.78735,R,ugm-3,37.44803,R,ugm-3,37.200,R,ugm-3 (TEOM FDMS),18.800,R,ugm-3 (TEOM FDMS),33.86038,R,ugm-3,22.000,R,ugm-3 (TEOM FDMS),3.09108,R,ugm-3,7.000,R,ugm-3 (TEOM FDMS),3.200,R,ugm-3 (TEOM FDMS)
01-01-2015,02:00,22.700,R,ugm-3 (TEOM FDMS),1.55372,R,ugm-3,14.45914,R,ugm-3,16.84148,R,ugm-3,19.200,R,ugm-3 (TEOM FDMS),10.200,R,ugm-3 (TEOM FDMS),50.15859,R,ugm-3,12.700,R,ugm-3 (TEOM FDMS),2.26177,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS)
01-01-2015,03:00,24.600,R,ugm-3 (TEOM FDMS),2.10388,R,ugm-3,11.63422,R,ugm-3,14.86013,R,ugm-3,21.400,R,ugm-3 (TEOM FDMS),11.600,R,ugm-3 (TEOM FDMS),49.79272,R,ugm-3,14.600,R,ugm-3 (TEOM FDMS),2.09213,R,ugm-3,3.200,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS)
01-01-2015,04:00,26.500,R,ugm-3 (TEOM FDMS),3.07460,R,ugm-3,11.87949,R,ugm-3,16.59381,R,ugm-3,20.700,R,ugm-3 (TEOM FDMS),10.700,R,ugm-3 (TEOM FDMS),47.84691,R,ugm-3,14.700,R,ugm-3 (TEOM FDMS),1.97904,R,ugm-3,5.800,R,ugm-3 (TEOM FDMS),4.000,R,ugm-3 (TEOM FDMS)
01-01-2015,05:00,21.700,R,ugm-3 (TEOM FDMS),10.32515,R,ugm-3,19.18907,R,ugm-3,35.02074,R,ugm-3,17.800,R,ugm-3 (TEOM FDMS),9.400,R,ugm-3 (TEOM FDMS),41.41078,R,ugm-3,11.100,R,ugm-3 (TEOM FDMS),2.43140,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS)
01-01-2015,06:00,22.200,R,ugm-3 (TEOM FDMS),2.29784,R,ugm-3,11.83216,R,ugm-3,15.35546,R,ugm-3,18.400,R,ugm-3 (TEOM FDMS),8.900,R,ugm-3 (TEOM FDMS),48.84476,R,ugm-3,12.900,R,ugm-3 (TEOM FDMS),2.20522,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),4.000,R,ugm-3 (TEOM FDMS)
01-01-2015,07:00,18.700,R,ugm-3 (TEOM FDMS),2.68637,R,ugm-3,16.93280,R,ugm-3,21.05184,R,ugm-3,16.000,R,ugm-3 (TEOM FDMS),8.600,R,ugm-3 (TEOM FDMS),43.35658,R,ugm-3,10.000,R,ugm-3 (TEOM FDMS),1.92250,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS)
01-01-2015,08:00,23.400,R,ugm-3 (TEOM FDMS),16.89593,R,ugm-3,36.35758,R,ugm-3,62.26431,R,ugm-3,20.900,R,ugm-3 (TEOM FDMS),10.600,R,ugm-3 (TEOM FDMS),20.50582,R,ugm-3,12.700,R,ugm-3 (TEOM FDMS),2.14868,R,ugm-3,2.500,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS)
01-01-2015,09:00,66.700,R,ugm-3 (TEOM FDMS),12.78545,R,ugm-3,24.28301,R,ugm-3,43.88709,R,ugm-3,62.300,R,ugm-3 (TEOM FDMS),44.000,R,ugm-3 (TEOM FDMS),30.63400,R,ugm-3,46.100,R,ugm-3 (TEOM FDMS),2.26177,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),2.100,R,ugm-3 (TEOM FDMS)
01-01-2015,10:00,15.500,R,ugm-3 (TEOM FDMS),1.58594,R,ugm-3,10.94237,R,ugm-3,13.37411,R,ugm-3,11.400,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),53.28519,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),2.43140,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS)
01-01-2015,11:00,10.500,R,ugm-3 (TEOM FDMS),1.39168,R,ugm-3,10.89312,R,ugm-3,13.02699,R,ugm-3,8.500,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),56.87745,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),2.03559,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.300,R,ugm-3 (TEOM FDMS)
01-01-2015,12:00,11.900,R,ugm-3 (TEOM FDMS),2.78366,R,ugm-3,23.52088,R,ugm-3,27.78910,R,ugm-3,6.800,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS),45.80132,R,ugm-3,6.600,R,ugm-3 (TEOM FDMS),3.84500,R,ugm-3,5.100,R,ugm-3 (TEOM FDMS),4.400,R,ugm-3 (TEOM FDMS)
01-01-2015,13:00,10.800,R,ugm-3 (TEOM FDMS),1.68323,R,ugm-3,10.99114,R,ugm-3,13.57206,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),0.300,R,ugm-3 (TEOM FDMS),62.61509,R,ugm-3,2.700,R,ugm-3 (TEOM FDMS),2.43140,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS)
01-01-2015,14:00,10.100,R,ugm-3 (TEOM FDMS),1.58594,R,ugm-3,10.44703,R,ugm-3,12.87878,R,ugm-3,5.100,R,ugm-3 (TEOM FDMS),2.000,R,ugm-3 (TEOM FDMS),64.51100,R,ugm-3,6.000,R,ugm-3 (TEOM FDMS),1.86596,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),4.000,R,ugm-3 (TEOM FDMS)
01-01-2015,15:00,13.200,R,ugm-3 (TEOM FDMS),1.78021,R,ugm-3,16.83574,R,ugm-3,19.56535,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS),58.52390,R,ugm-3,8.700,R,ugm-3 (TEOM FDMS),3.10993,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),4.800,R,ugm-3 (TEOM FDMS)
01-01-2015,16:00,11.100,R,ugm-3 (TEOM FDMS),2.49211,R,ugm-3,28.92083,R,ugm-3,32.74200,R,ugm-3,8.000,R,ugm-3 (TEOM FDMS),2.800,R,ugm-3 (TEOM FDMS),43.95529,R,ugm-3,5.200,R,ugm-3 (TEOM FDMS),5.82405,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS)
01-01-2015,17:00,9.500,R,ugm-3 (TEOM FDMS),1.22984,R,ugm-3,11.63708,R,ugm-3,13.52281,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS),62.16606,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),3.56228,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS)
01-01-2015,18:00,8.400,R,ugm-3 (TEOM FDMS),1.58625,R,ugm-3,27.04036,R,ugm-3,29.47258,R,ugm-3,4.600,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),45.00304,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),5.08897,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),2.300,R,ugm-3 (TEOM FDMS)
01-01-2015,19:00,8.300,R,ugm-3 (TEOM FDMS),0.84130,R,ugm-3,11.14318,R,ugm-3,12.43316,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS),61.21810,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),2.48794,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),2.500,R,ugm-3 (TEOM FDMS)
01-01-2015,20:00,4.300,R,ugm-3 (TEOM FDMS),1.13286,R,ugm-3,27.48836,R,ugm-3,29.22539,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS),43.35658,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),4.41044,R,ugm-3,3.000,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS)
01-01-2015,21:00,2.000,R,ugm-3 (TEOM FDMS),1.55382,R,ugm-3,27.13981,R,ugm-3,29.52231,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),43.25680,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),5.65441,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),2.700,R,ugm-3 (TEOM FDMS)
01-01-2015,22:00,3.200,R,ugm-3 (TEOM FDMS),0.55006,R,ugm-3,8.56800,R,ugm-3,9.41141,R,ugm-3,0.300,R,ugm-3 (TEOM FDMS),-0.100,R,ugm-3 (TEOM FDMS),60.91874,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),2.99684,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS)
01-01-2015,23:00,3.100,R,ugm-3 (TEOM FDMS),0.51763,R,ugm-3,10.49963,R,ugm-3,11.29331,R,ugm-3,-0.500,R,ugm-3 (TEOM FDMS),-1.700,R,ugm-3 (TEOM FDMS),58.47401,R,ugm-3,-1.600,R,ugm-3 (TEOM FDMS),2.71412,R,ugm-3,3.600,R,ugm-3 (TEOM FDMS),0.100,R,ugm-3 (TEOM FDMS)
01-01-2015,24:00,3.100,R,ugm-3 (TEOM FDMS),0.48551,R,ugm-3,8.61725,R,ugm-3,9.36169,R,ugm-3,-0.400,R,ugm-3 (TEOM FDMS),-1.800,R,ugm-3 (TEOM FDMS),59.77122,R,ugm-3,-1.300,R,ugm-3 (TEOM FDMS),2.71412,R,ugm-3,3.500,R,ugm-3 (TEOM FDMS),0.500,R,ugm-3 (TEOM FDMS)
02-01-2015,01:00,4.400,R,ugm-3 (TEOM FDMS),0.43157,R,ugm-3,5.08470,R,ugm-3,5.74643,R,ugm-3,0.400,R,ugm-3 (TEOM FDMS),0.600,R,ugm-3 (TEOM FDMS),65.79158,R,ugm-3,-0.900,R,ugm-3 (TEOM FDMS),2.26177,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),-1.500,R,ugm-3 (TEOM FDMS)
02-01-2015,02:00,0.900,R,ugm-3 (TEOM FDMS),0.34509,R,ugm-3,5.08470,R,ugm-3,5.61383,R,ugm-3,1.800,R,ugm-3 (TEOM FDMS),-0.500,R,ugm-3 (TEOM FDMS),69.38384,R,ugm-3,-2.100,R,ugm-3 (TEOM FDMS),3.09108,R,ugm-3,-0.900,R,ugm-3 (TEOM FDMS),-1.600,R,ugm-3 (TEOM FDMS)
02-01-2015,03:00,2.400,R,ugm-3 (TEOM FDMS),0.25913,R,ugm-3,3.76380,R,ugm-3,4.16112,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),79.27918,R,ugm-3,0.600,R,ugm-3 (TEOM FDMS),2.14868,R,ugm-3,-1.600,R,ugm-3 (TEOM FDMS),-1.200,R,ugm-3 (TEOM FDMS)
02-01-2015,04:00,5.000,R,ugm-3 (TEOM FDMS),0.09729,R,ugm-3,3.46641,R,ugm-3,3.61558,R,ugm-3,5.500,R,ugm-3 (TEOM FDMS),-0.300,R,ugm-3 (TEOM FDMS),81.12521,R,ugm-3,-2.100,R,ugm-3 (TEOM FDMS),0.62199,R,ugm-3,-0.500,R,ugm-3 (TEOM FDMS),-1.800,R,ugm-3 (TEOM FDMS)
02-01-2015,05:00,13.300,R,ugm-3 (TEOM FDMS),0.42096,R,ugm-3,6.28878,R,ugm-3,6.93425,R,ugm-3,13.600,R,ugm-3 (TEOM FDMS),5.200,R,ugm-3 (TEOM FDMS),77.98198,R,ugm-3,4.400,R,ugm-3 (TEOM FDMS),1.58324,R,ugm-3,-0.300,R,ugm-3 (TEOM FDMS),-0.800,R,ugm-3 (TEOM FDMS)
02-01-2015,06:00,12.500,R,ugm-3 (TEOM FDMS),3.39858,R,ugm-3,15.09775,R,ugm-3,20.30884,R,ugm-3,13.100,R,ugm-3 (TEOM FDMS),4.600,R,ugm-3 (TEOM FDMS),71.99488,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),1.52669,R,ugm-3,-0.600,R,ugm-3 (TEOM FDMS),-3.000,R,ugm-3 (TEOM FDMS)
02-01-2015,07:00,11.000,R,ugm-3 (TEOM FDMS),5.08150,R,ugm-3,16.43077,R,ugm-3,24.22229,R,ugm-3,10.800,R,ugm-3 (TEOM FDMS),5.500,R,ugm-3 (TEOM FDMS),63.81251,R,ugm-3,4.900,R,ugm-3 (TEOM FDMS),0.79162,R,ugm-3,0.200,R,ugm-3 (TEOM FDMS),-0.600,R,ugm-3 (TEOM FDMS)
02-01-2015,08:00,8.400,R,ugm-3 (TEOM FDMS),3.13945,R,ugm-3,19.80442,R,ugm-3,24.61818,R,ugm-3,10.400,R,ugm-3 (TEOM FDMS),2.400,R,ugm-3 (TEOM FDMS),61.06842,R,ugm-3,-1.300,R,ugm-3 (TEOM FDMS),0.96125,R,ugm-3,-2.000,R,ugm-3 (TEOM FDMS),-3.700,R,ugm-3 (TEOM FDMS)
02-01-2015,09:00,15.500,R,ugm-3 (TEOM FDMS),3.56042,R,ugm-3,22.47761,R,ugm-3,27.93684,R,ugm-3,14.000,R,ugm-3 (TEOM FDMS),4.600,R,ugm-3 (TEOM FDMS),57.47616,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),1.07434,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),-1.500,R,ugm-3 (TEOM FDMS)
02-01-2015,10:00,15.800,R,ugm-3 (TEOM FDMS),5.50246,R,ugm-3,24.89884,R,ugm-3,33.33583,R,ugm-3,14.800,R,ugm-3 (TEOM FDMS),5.300,R,ugm-3 (TEOM FDMS),53.28519,R,ugm-3,2.900,R,ugm-3 (TEOM FDMS),0.73507,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),-2.400,R,ugm-3 (TEOM FDMS)
02-01-2015,11:00,16.200,R,ugm-3 (TEOM FDMS),6.57078,R,ugm-3,24.10324,R,ugm-3,34.17829,R,ugm-3,15.600,R,ugm-3 (TEOM FDMS),4.900,R,ugm-3 (TEOM FDMS),54.38283,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),0.84816,R,ugm-3,0.600,R,ugm-3 (TEOM FDMS),-2.500,R,ugm-3 (TEOM FDMS)
02-01-2015,12:00,22.900,R,ugm-3 (TEOM FDMS),7.47663,R,ugm-3,24.25002,R,ugm-3,35.71403,R,ugm-3,20.700,R,ugm-3 (TEOM FDMS),5.600,R,ugm-3 (TEOM FDMS),55.18111,R,ugm-3,5.400,R,ugm-3 (TEOM FDMS),1.18743,R,ugm-3,2.200,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS)
02-01-2015,13:00,20.900,R,ugm-3 (TEOM FDMS),7.41239,R,ugm-3,22.51538,R,ugm-3,33.88089,R,ugm-3,21.000,R,ugm-3 (TEOM FDMS),7.800,R,ugm-3 (TEOM FDMS),61.81681,R,ugm-3,7.100,R,ugm-3 (TEOM FDMS),0.96125,R,ugm-3,-0.100,R,ugm-3 (TEOM FDMS),-0.700,R,ugm-3 (TEOM FDMS)
02-01-2015,14:00,28.100,R,ugm-3 (TEOM FDMS),21.42737,R,ugm-3,26.58518,R,ugm-3,59.44002,R,ugm-3,28.400,R,ugm-3 (TEOM FDMS),14.200,R,ugm-3 (TEOM FDMS),54.53250,R,ugm-3,13.000,R,ugm-3 (TEOM FDMS),1.80941,R,ugm-3,-0.300,R,ugm-3 (TEOM FDMS),-1.200,R,ugm-3 (TEOM FDMS)
02-01-2015,15:00,30.700,R,ugm-3 (TEOM FDMS),10.68125,R,ugm-3,33.84982,R,ugm-3,50.22751,R,ugm-3,29.500,R,ugm-3 (TEOM FDMS),13.700,R,ugm-3 (TEOM FDMS),52.03788,R,ugm-3,12.300,R,ugm-3 (TEOM FDMS),1.18743,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),-1.400,R,ugm-3 (TEOM FDMS)
02-01-2015,16:00,26.700,R,ugm-3 (TEOM FDMS),9.71023,R,ugm-3,38.85531,R,ugm-3,53.74412,R,ugm-3,25.000,R,ugm-3 (TEOM FDMS),13.000,R,ugm-3 (TEOM FDMS),45.35228,R,ugm-3,12.600,R,ugm-3 (TEOM FDMS),1.30052,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),-0.400,R,ugm-3 (TEOM FDMS)
02-01-2015,17:00,23.000,R,ugm-3 (TEOM FDMS),8.15641,R,ugm-3,42.17923,R,ugm-3,54.68555,R,ugm-3,22.000,R,ugm-3 (TEOM FDMS),9.200,R,ugm-3 (TEOM FDMS),39.71443,R,ugm-3,9.000,R,ugm-3 (TEOM FDMS),0.96125,R,ugm-3,1.000,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS)
02-01-2015,18:00,24.400,R,ugm-3 (TEOM FDMS),12.75271,R,ugm-3,58.90787,R,ugm-3,78.46175,R,ugm-3,23.200,R,ugm-3 (TEOM FDMS),9.700,R,ugm-3 (TEOM FDMS),23.05034,R,ugm-3,8.400,R,ugm-3 (TEOM FDMS),1.97904,R,ugm-3,1.200,R,ugm-3 (TEOM FDMS),-1.300,R,ugm-3 (TEOM FDMS)
02-01-2015,19:00,21.500,R,ugm-3 (TEOM FDMS),7.83273,R,ugm-3,47.23206,R,ugm-3,59.24208,R,ugm-3,20.200,R,ugm-3 (TEOM FDMS),7.900,R,ugm-3 (TEOM FDMS),27.79012,R,ugm-3,8.800,R,ugm-3 (TEOM FDMS),2.54449,R,ugm-3,1.300,R,ugm-3 (TEOM FDMS),0.900,R,ugm-3 (TEOM FDMS)
02-01-2015,20:00,22.500,R,ugm-3 (TEOM FDMS),10.68125,R,ugm-3,50.83999,R,ugm-3,67.21768,R,ugm-3,20.800,R,ugm-3 (TEOM FDMS),9.500,R,ugm-3 (TEOM FDMS),22.30195,R,ugm-3,9.300,R,ugm-3 (TEOM FDMS),1.92250,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),-0.200,R,ugm-3 (TEOM FDMS)
02-01-2015,21:00,21.100,R,ugm-3 (TEOM FDMS),4.75783,R,ugm-3,35.45201,R,ugm-3,42.74724,R,ugm-3,20.200,R,ugm-3 (TEOM FDMS),9.200,R,ugm-3 (TEOM FDMS),35.87271,R,ugm-3,10.600,R,ugm-3 (TEOM FDMS),2.31831,R,ugm-3,0.900,R,ugm-3 (TEOM FDMS),1.400,R,ugm-3 (TEOM FDMS)
02-01-2015,22:00,24.800,R,ugm-3 (TEOM FDMS),4.75814,R,ugm-3,40.40539,R,ugm-3,47.70110,R,ugm-3,21.700,R,ugm-3 (TEOM FDMS),8.100,R,ugm-3 (TEOM FDMS),30.23486,R,ugm-3,9.800,R,ugm-3 (TEOM FDMS),2.48794,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),1.700,R,ugm-3 (TEOM FDMS)
02-01-2015,23:00,19.800,R,ugm-3 (TEOM FDMS),3.39858,R,ugm-3,36.69466,R,ugm-3,41.90574,R,ugm-3,16.800,R,ugm-3 (TEOM FDMS),5.100,R,ugm-3 (TEOM FDMS),31.08303,R,ugm-3,7.300,R,ugm-3 (TEOM FDMS),1.80941,R,ugm-3,3.000,R,ugm-3 (TEOM FDMS),2.200,R,ugm-3 (TEOM FDMS)
02-01-2015,24:00,20.600,R,ugm-3 (TEOM FDMS),2.49211,R,ugm-3,30.55506,R,ugm-3,34.37623,R,ugm-3,18.600,R,ugm-3 (TEOM FDMS),3.200,R,ugm-3 (TEOM FDMS),37.46927,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),1.92250,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS)
03-01-2015,01:00,18.100,R,ugm-3 (TEOM FDMS),3.27998,R,ugm-3,27.92696,R,ugm-3,32.95620,R,ugm-3,12.500,R,ugm-3 (TEOM FDMS),0.200,R,ugm-3 (TEOM FDMS),39.84748,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),2.03559,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),2.600,R,ugm-3 (TEOM FDMS)
03-01-2015,02:00,18.500,R,ugm-3 (TEOM FDMS),2.58940,R,ugm-3,29.91023,R,ugm-3,33.88058,R,ugm-3,15.200,R,ugm-3 (TEOM FDMS),3.700,R,ugm-3 (TEOM FDMS),41.71013,R,ugm-3,4.900,R,ugm-3 (TEOM FDMS),1.43245,R,ugm-3,3.300,R,ugm-3 (TEOM FDMS),1.200,R,ugm-3 (TEOM FDMS)
03-01-2015,03:00,16.400,R,ugm-3 (TEOM FDMS),1.45654,R,ugm-3,21.74082,R,ugm-3,23.97414,R,ugm-3,12.400,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS),46.69938,R,ugm-3,5.800,R,ugm-3 (TEOM FDMS),1.13088,R,ugm-3,4.000,R,ugm-3 (TEOM FDMS),2.900,R,ugm-3 (TEOM FDMS)
03-01-2015,04:00,14.600,R,ugm-3 (TEOM FDMS),1.58594,R,ugm-3,21.29473,R,ugm-3,23.72648,R,ugm-3,13.500,R,ugm-3 (TEOM FDMS),1.800,R,ugm-3 (TEOM FDMS),46.00089,R,ugm-3,2.800,R,ugm-3 (TEOM FDMS),1.52669,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS)
03-01-2015,05:00,11.300,R,ugm-3 (TEOM FDMS),1.06831,R,ugm-3,15.30239,R,ugm-3,16.94045,R,ugm-3,9.900,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS),57.87530,R,ugm-3,3.100,R,ugm-3 (TEOM FDMS),1.18743,R,ugm-3,1.400,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS)
03-01-2015,06:00,8.000,R,ugm-3 (TEOM FDMS),1.55351,R,ugm-3,19.56105,R,ugm-3,21.94307,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),0.100,R,ugm-3 (TEOM FDMS),56.22885,R,ugm-3,1.600,R,ugm-3 (TEOM FDMS),1.07434,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS)
03-01-2015,07:00,7.300,R,ugm-3 (TEOM FDMS),4.95209,R,ugm-3,18.41212,R,ugm-3,26.00522,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),-1.800,R,ugm-3 (TEOM FDMS),56.97724,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),1.52669,R,ugm-3,5.200,R,ugm-3 (TEOM FDMS),1.900,R,ugm-3 (TEOM FDMS)
03-01-2015,08:00,3.800,R,ugm-3 (TEOM FDMS),2.62151,R,ugm-3,28.87062,R,ugm-3,32.89022,R,ugm-3,2.100,R,ugm-3 (TEOM FDMS),-1.500,R,ugm-3 (TEOM FDMS),50.49121,R,ugm-3,0.100,R,ugm-3 (TEOM FDMS),0.79162,R,ugm-3,1.700,R,ugm-3 (TEOM FDMS),1.600,R,ugm-3 (TEOM FDMS)
03-01-2015,09:00,6.300,R,ugm-3 (TEOM FDMS),16.02219,R,ugm-3,54.04295,R,ugm-3,78.60997,R,ugm-3,2.400,R,ugm-3 (TEOM FDMS),0.800,R,ugm-3 (TEOM FDMS),24.04819,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),1.80941,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),3.000,R,ugm-3 (TEOM FDMS)
03-01-2015,10:00,7.600,R,ugm-3 (TEOM FDMS),14.56535,R,ugm-3,49.34202,R,ugm-3,71.67524,R,ugm-3,3.900,R,ugm-3 (TEOM FDMS),1.000,R,ugm-3 (TEOM FDMS),32.28045,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),1.86596,R,ugm-3,3.700,R,ugm-3 (TEOM FDMS),3.100,R,ugm-3 (TEOM FDMS)
03-01-2015,11:00,8.800,R,ugm-3 (TEOM FDMS),22.46294,R,ugm-3,54.47039,R,ugm-3,88.91308,R,ugm-3,5.000,R,ugm-3 (TEOM FDMS),3.800,R,ugm-3 (TEOM FDMS),26.64260,R,ugm-3,7.700,R,ugm-3 (TEOM FDMS),1.97904,R,ugm-3,3.800,R,ugm-3 (TEOM FDMS),3.900,R,ugm-3 (TEOM FDMS)
03-01-2015,12:00,10.200,R,ugm-3 (TEOM FDMS),17.18717,R,ugm-3,46.65926,R,ugm-3,73.01256,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),4.500,R,ugm-3 (TEOM FDMS),28.23916,R,ugm-3,5.600,R,ugm-3 (TEOM FDMS),1.97904,R,ugm-3,4.100,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
03-01-2015,13:00,12.800,R,ugm-3 (TEOM FDMS),26.92983,R,ugm-3,50.74197,R,ugm-3,92.03380,R,ugm-3,10.800,R,ugm-3 (TEOM FDMS),4.600,R,ugm-3 (TEOM FDMS),24.84647,R,ugm-3,6.100,R,ugm-3 (TEOM FDMS),1.80941,R,ugm-3,2.000,R,ugm-3 (TEOM FDMS),1.500,R,ugm-3 (TEOM FDMS)
03-01-2015,14:00,14.400,R,ugm-3 (TEOM FDMS),37.38439,R,ugm-3,59.82539,R,ugm-3,117.14732,R,ugm-3,13.300,R,ugm-3 (TEOM FDMS),11.500,R,ugm-3 (TEOM FDMS),17.41248,R,ugm-3,11.200,R,ugm-3 (TEOM FDMS),3.56228,R,ugm-3,1.100,R,ugm-3 (TEOM FDMS),-0.300,R,ugm-3 (TEOM FDMS)
03-01-2015,15:00,17.000,R,ugm-3 (TEOM FDMS),70.88468,R,ugm-3,77.01351,R,ugm-3,185.70184,R,ugm-3,17.300,R,ugm-3 (TEOM FDMS),14.700,R,ugm-3 (TEOM FDMS),8.28216,R,ugm-3,15.800,R,ugm-3 (TEOM FDMS),4.74971,R,ugm-3,-0.300,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
03-01-2015,16:00,19.400,R,ugm-3 (TEOM FDMS),83.28160,R,ugm-3,77.62073,R,ugm-3,205.31739,R,ugm-3,17.900,R,ugm-3 (TEOM FDMS),14.100,R,ugm-3 (TEOM FDMS),4.64000,R,ugm-3,15.200,R,ugm-3 (TEOM FDMS),5.03243,R,ugm-3,1.500,R,ugm-3 (TEOM FDMS),1.100,R,ugm-3 (TEOM FDMS)
